Video analysis detailed log

Face Model:	General
Calibration:	Calibration 1
Start time:	25/01/2020 22:27:26.030
Filename:	D:\Diana_Experiment1B\Videos\P042_Adobe\FACE_042_A1_Stim10.mp4
Frame rate:	50

Video Time	Neutral	Happy	Sad	Angry	Surprised	Scared	Disgusted
00:00:00.000	0.656752200	0.000000000	0.245769000	0.000000000	0.002133173	0.000000000	0.018564410
00:00:00.020	0.657189300	0.000000000	0.244832600	0.000000000	0.002217766	0.000000000	0.018540980
00:00:00.040	0.658262700	0.000000000	0.242820000	0.000000000	0.002420164	0.000000000	0.018476740
00:00:00.060	0.660082000	0.000000000	0.239611400	0.000000000	0.002759555	0.000033542	0.018373110
00:00:00.080	0.662579600	0.000000000	0.235273500	0.000000000	0.003223817	0.000088031	0.018230140
00:00:00.100	0.665843600	0.000000000	0.229862700	0.000000000	0.003761925	0.000219455	0.018037760
00:00:00.120	0.669786000	0.000000000	0.223522700	0.000000000	0.004373209	0.000416464	0.017791000
00:00:00.140	0.674357200	0.000000000	0.216485800	0.000000000	0.005068807	0.000642108	0.017488320
00:00:00.160	0.679480700	0.000035299	0.208573700	0.000000000	0.005868107	0.001021274	0.017138510
00:00:00.180	0.684892700	0.000102115	0.199848000	0.000000000	0.006711362	0.001444873	0.016750150
00:00:00.200	0.690452700	0.000199267	0.190628100	0.000000000	0.007607135	0.001927707	0.016329200
00:00:00.220	0.696189600	0.000317450	0.181028300	0.000000000	0.008506734	0.002465652	0.015867260
00:00:00.240	0.701686900	0.000475011	0.171021000	0.000000000	0.009403246	0.002992500	0.015383850
00:00:00.260	0.706925100	0.000670527	0.161075200	0.000000000	0.010311900	0.003470809	0.014883100
00:00:00.280	0.711992700	0.000917725	0.151707900	0.000000000	0.011223010	0.004015708	0.014365500
00:00:00.300	0.716898000	0.001202613	0.142885300	0.000000000	0.012151890	0.004559724	0.013835120
00:00:00.320	0.721611600	0.001535147	0.134575800	0.000000000	0.013071820	0.005104621	0.013295120
00:00:00.340	0.726152400	0.001915602	0.126749500	0.000000000	0.013972520	0.005674482	0.012751010
00:00:00.360	0.730539900	0.002350508	0.119378400	0.000000000	0.014893950	0.006145596	0.012219300
00:00:00.380	0.734825700	0.002783359	0.112436000	0.000000000	0.015710060	0.006532386	0.011696970
00:00:00.400	0.739022900	0.003276292	0.105897200	0.000000000	0.016495640	0.006866070	0.011185880
00:00:00.420	0.743117600	0.003818099	0.099738780	0.000000000	0.017252050	0.007149188	0.010684840
00:00:00.440	0.747086600	0.004406447	0.093938460	0.000000000	0.018011870	0.007486625	0.010188540
00:00:00.460	0.751027300	0.005039196	0.088475470	0.000000000	0.018765720	0.007844841	0.009679334
00:00:00.480	0.754845000	0.005715049	0.083330170	0.000000000	0.019560970	0.008209198	0.009174299
00:00:00.500	0.758590000	0.006418400	0.078484100	0.000000000	0.020344350	0.008700245	0.008662543
00:00:00.520	0.762252300	0.007131732	0.073919850	0.000000000	0.021090100	0.009330920	0.008158772
00:00:00.540	0.765822300	0.007853390	0.069621030	0.000000000	0.021848770	0.009958838	0.007684298
00:00:00.560	0.769300600	0.008537520	0.065572220	0.000000000	0.022577390	0.010583100	0.007237418
00:00:00.580	0.772712200	0.009188672	0.061758860	0.000000000	0.023293890	0.011400760	0.006816525
00:00:00.600	0.776009400	0.009793324	0.058167270	0.000000000	0.023977320	0.012188590	0.006420109
00:00:00.620	0.779171000	0.010343010	0.054784550	0.000000000	0.024660820	0.012966620	0.006046748
00:00:00.640	0.782222700	0.010844390	0.051598550	0.000000000	0.025317300	0.013717620	0.005695099
00:00:00.660	0.785171900	0.011308930	0.048597840	0.000000000	0.026019090	0.014441240	0.005363900
00:00:00.680	0.788007700	0.011755720	0.045771620	0.000000000	0.026725500	0.015128710	0.005051962
00:00:00.700	0.790691000	0.012182970	0.043109770	0.000000000	0.027521830	0.015908270	0.004758165
00:00:00.720	0.793273300	0.012619870	0.040602720	0.000000000	0.028264860	0.016836530	0.004481453
00:00:00.740	0.795715600	0.013055880	0.038241470	0.000000000	0.029054130	0.017825280	0.004220834
00:00:00.760	0.798094300	0.013560910	0.036017530	0.000000000	0.029800640	0.019030310	0.003975371
00:00:00.780	0.800368000	0.014085640	0.033922930	0.000000000	0.030542420	0.020392100	0.003744183
